"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,724+31","18,193+39","110+1","421-9","10-Feb-22"
"2","Coochbehar","33,840+17","33,308+42","105+1","427-26","10-Feb-22"
"3","Darjeeling","68,803+40","67,460+72","589","754-32","10-Feb-22"
"4","Kalimpong","8,463+17","8,257+13","57","149+4","10-Feb-22"
"5","Jalpaiguri","49,335+73","48,079+55","640","616+18","10-Feb-22"
"6","Uttar Dinajpur","25,034+14","24,523+24","260+1","251-11","10-Feb-22"
"7","Dakshin Dinajpur","22,916+13","22,420+29","192","304-16","10-Feb-22"
"8","Malda","44,256+27","43,542+50","196","518-23","10-Feb-22"
"9","Murshidabad","41,528+21","40,822+34","353+1","353-14","10-Feb-22"
"10","Nadia","87,297+57","85,605+71","931+1","761-15","10-Feb-22"
"11","Birbhum","57,464+25","56,504+60","344","616-35","10-Feb-22"
"12","Purulia","24,149+5","23,819+21","121","209-16","10-Feb-22"
"13","Bankura","43,690+30","42,951+43","286+1","453-14","10-Feb-22"
"14","Jhargram","15,492+4","15,308+15","30","154-11","10-Feb-22"
"15","Paschim Medinipur","62,362+28","61,382+43","529+3","451-18","10-Feb-22"
"16","Purba Medinipur","67,733+10","67,040+26","431+2","262-18","10-Feb-22"
"17","Purba Bardhaman","55,246+21","54,531+47","233","482-26","10-Feb-22"
"18","Paschim Bardhaman","75,461+18","74,550+48","423+3","488-33","10-Feb-22"
"19","Howrah","1,24,800+26","1,22,611+54","1,634","555-28","10-Feb-22"
"20","Hooghly","1,07,725+32","1,05,970+62","1,113+1","642-31","10-Feb-22"
"21","North 24 Parganas","4,02,150+95","3,94,720+207","5,295+7","2,135-119","10-Feb-22"
"22","South 24 Parganas","1,26,949+32","1,24,595+84","1,493+1","861-53","10-Feb-22"
"23","Kolkata","4,46,234+131","4,38,315+222","5,597+4","2,322-95","10-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,09,717+767","19,74,568+1,361","20,965+27","14,184-621",""
