"Total No. of Sample Taken Today","15948"
"Total No. of Positive Cases Detected Today","623"
"Total Active COVID-19 Patients","2917"
"Total No. of Active Cases under Home Isolation (24-08-2022)","2757"
"Total No. of Samples found Positive till date","1049557"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1035946"
"No. of Deaths","10671"
"Total No. of People Vaccinated Today","16184 
(1st Dose: 847 
2nd Dose: 3608 
Precaution Dose: 11729)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23640303 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19737968 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1699764"
"Cumulative Coverage of Total COVID-19 Vaccination","45078035"
"COVID-19 Today (24-08-2022) Positivity Rate","4.01%"
"Recovery Rate","98.70%"
"Fatality Rate","1.02%"
