"Total No. of Sample Taken Today","36870"
"Total No. of Positive Cases Detected Today","55"
"Total Positive Cases under Home Isolation (21-12-2021)","193"
"Total No. of Samples Sent till date","14316262"
"Total No. of Samples found Positive till date","772326 
(M: 471866 
F: 300443 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761966"
"Total Active COVID-19 Patients","275"
"No. of Deaths","10062"
"Total No. of People Vaccinated today","181007 
(1st Dose: 40490, 
2nd Dose: 140517)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19229976 (93%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","12528584 (61%)"
"Cumulative Coverage of Total COVID-19 Vaccination","31758560"
"COVID-19 Today (22-12-2021) Positivity Rate","0.16%"
"COVID-19 Cumulative Positivity Rate","5.41%"
"Recovery Rate","98.66%"
"Fatality Rate","1.30%"
"Tests Per Million Population","564744"
