,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Bagalkote,1,0,0,,767,2167,0,1.0,1.0,0.0,1.0,,5916.0,23498.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35187.0,333.0,34850.0,,1375937,1111662,0,0.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
1,1,1,1,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Ballari,2,0,2,,1236,18375,0,20.0,3.0,0.0,7.0,,9292.0,108403.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97845.0,1687.0,96056.0,,2009431,1489058,0,0.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
2,2,2,2,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Belagavi,1,0,4,,1538,35298,0,34.0,35.0,2.0,40.0,,12412.0,144796.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,80118.0,948.0,79086.0,,3525949,2833885,0,0.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
3,3,3,3,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Bengaluru Rural,6,0,0,,2202,10121,0,17.0,14.0,0.0,9.0,,8906.0,37428.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62146.0,892.0,61225.0,,768138,665142,0,0.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
4,4,4,4,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Bengaluru Urban,269,1,209,,7397,23996,0,1308.0,1516.0,10.0,1075.0,,49975.0,174420.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1261997.0,16388.0,1239486.0,,9730835,7958418,0,1.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
5,5,5,5,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Bidar,0,0,0,,1900,8587,0,2.0,1.0,0.0,0.0,,15542.0,41626.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24352.0,404.0,23943.0,,1210343,907917,0,4.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
6,6,6,6,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Chamarajanagara,0,0,2,,1199,3037,0,11.0,2.0,1.0,4.0,,9376.0,16039.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33117.0,504.0,32590.0,,753556,576537,0,11.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
7,7,7,7,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Chikkaballapura,0,0,0,,1335,6286,0,6.0,15.0,0.0,0.0,,8720.0,38188.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,44007.0,432.0,43557.0,,949666,743532,0,1.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
8,8,8,8,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Chikkamagaluru,1,0,6,,1399,7978,0,74.0,9.0,0.0,36.0,,7662.0,47412.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51451.0,398.0,51016.0,,790543,633576,0,0.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
9,9,9,9,2021-12-28,KA,356.0,2.0,347.0,69993,47527,272149,0,2235.0,2288.0,23.0,1883.0,639718.0,309867.0,1628249.0,0.0,Chitradurga,1,0,5,,929,2259,0,9.0,6.0,0.0,13.0,,5904.0,37178.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36768.0,210.0,36531.0,,1223397,928468,0,0.0,2022-01-22T01:34:29.715357+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3005232.0,38318.0,2959429.0,56126868.0,47502883,37752458,0,29.0,0.0,0.0
