"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19951","19629","55","267"
"2","Chengalpattu","241809","236498","2653","2658"
"3","Chennai","767795","751440","7286","9069"
"4","Coimbatore","331998","328495","886","2617"
"5","Cuddalore","74417","73435","87","895"
"6","Dharmapuri","36250","35932","35","283"
"7","Dindigul","37554","36833","56","665"
"8","Erode","132997","132058","205","734"
"9","Kallakurichi","36600","36320","65","215"
"10","Kancheepuram","95718","93869","547","1302"
"11","Kanyakumari","87405","85796","524","1085"
"12","Karur","29822","29410","40","372"
"13","Krishnagiri","59840","59354","116","370"
"14","Madurai","91596","90028","332","1236"
"15","Mayiladuthurai","26560","26197","33","330"
"16","Nagapattinam","25511","25091","45","375"
"17","Namakkal","68204","67539","131","534"
"18","Nilgiris","42328","42040","62","226"
"19","Perambalur","14621","14267","105","249"
"20","Pudukottai","34563","34070","67","426"
"21","Ramanathapuram","24741","24335","38","368"
"22","Ranipet","54348","53322","239","787"
"23","Salem","127848","125823","263","1762"
"24","Sivagangai","24083","23727","137","219"
"25","Tenkasi","32951","32327","134","490"
"26","Thanjavur","92344","91192","112","1040"
"27","Theni","50728","50129","66","533"
"28","Thirupathur","35786","35125","28","633"
"29","Thiruvallur","149407","146552","916","1939"
"30","Thiruvannamalai","67078","66218","175","685"
"31","Thiruvarur","48115","47587","56","472"
"32","Thoothukudi","65663","64798","417","448"
"33","Tirunelveli","63598","62645","508","445"
"34","Tiruppur","130180","128991","137","1052"
"35","Trichy","95909","94116","632","1161"
"36","Vellore","57504","56263","78","1163"
"37","Villupuram","54811","54280","165","366"
"38","Virudhunagar","57282","56458","270","554"
"39","Airport Surveillance 
(International)","1354","1339","14","1"
"40","Airport Surveillance 
(Domestic)","1137","1134","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,90,834","34,35,090","17,717","38,027"
