"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","773468","0","49697","0","446","0","49248","3"
"2","ALWAR","1559999","0","84429","0","320","1","84099","10"
"3","BANSWARA","306557","0","14749","0","106","3","14626","17"
"4","BARAN","225566","0","15243","0","64","2","15173","6"
"5","BARMER","398730","0","21452","0","205","0","21245","2"
"6","BHARATPUR","472057","0","31425","0","272","5","31149","4"
"7","BHILWARA","498509","0","38176","0","162","1","38013","1"
"8","BIKANER","721845","0","49878","0","586","1","49284","8"
"9","BUNDI","225809","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","446563","0","29362","0","140","0","29221","1"
"11","CHURU","420827","2","20809","0","114","0","20690","5"
"12","DAUSA","282299","0","15773","0","80","1","15691","2"
"13","DHOLPUR","273698","0","13748","0","49","0","13697","2"
"14","DUNGARPUR","325908","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","417671","2","28136","0","158","0","27966","12"
"16","HANUMANGARH","481826","0","22503","0","114","5","22360","29"
"17","JAIPUR","3293688","10","274188","0","2111","74","271879","198"
"18","JAISALMER","240698","0","17036","0","68","0","16968","0"
"19","JALORE","438756","0","10545","0","78","0","10459","8"
"20","JHALAWAR","370275","0","17706","0","207","1","17499","0"
"21","JHUNJHUNU","484441","0","19158","0","181","1","18975","2"
"22","JODHPUR","1386639","5","141014","0","1163","9","139780","71"
"23","KARAULI","233214","0","8967","0","84","0","8879","4"
