"1","Total Samples taken","*18403102"
"2","Sample collected on the day","19533"
"3","Test conducted on the day","14796"
"4","Total No. of patients tested Positive","757475"
"5","No. of patients discharged","738666"
"6","Positive cases on the day","125"
"7","Number of active Cases","1120"
"8","Total Deaths reported","17689"
"9","No. of Patients on oxygen support","88"
"10","Patients at critical care Level-3 facilities","37"
"11","Patients who are critical and on ventilator support","15"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218359"
"14","Frontline Workers vaccinated with 1st dose on the day","22"
"15","Total Frontline Workers vaccinated with 1st dose","1116552"
"16","Healthcare Workers vaccinated with 2nd dose on the day","263"
"17","Total Healthcare Workers vaccinated with 2nd dose","205364"
"18","Frontline Workers vaccinated with 2nd dose on the day","1069"
"19","Total Frontline Workers vaccinated with 2nd dose","989598"
"20","Above 45 Vaccinated with 1st dose on the day","7515"
"21","Total Above 45 Vaccinated with 1st dose","8137243"
"22","Above 45 Vaccinated with 2nd dose on the day","13536"
"23","Total Above 45 Vaccinated with 2nd dose","6488337"
"24","18-44 years age group Vaccinated with 1st dose on the day","14954"
"25","Total 18-44 years age group Vaccinated with 1st dose","12147532"
"26","18-44 years age group Vaccinated with 2nd dose on the day","27170"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8183540"
"28","15-17 years age group Vaccinated with 1st dose on the day","3440"
"29","Total 15-17 years age group Vaccinated with 1st dose","754685"
"30","15-17 years age group Vaccinated with 2nd dose on the day","8545"
"31","Total 15-17 years age group Vaccinated with 2nddose","87874"
"32","Precautionary dose given on the day","2702"
"33","Total Precautionary dose given","384103"
"34","Total Vaccination 1st dose on the day","22494"
"35","Total Vaccination 2nd dose on the day","42038"
"36","Total Vaccination 1st and 2nd dose on the day","64532"
