"Total No. of Sample Taken Today","7997"
"Total No. of Positive Cases Detected Today","439"
"Total Active COVID-19 Patients","2478"
"Total No. of Active Cases under Home Isolation (02-05-2022)","2437"
"Total No. of Samples found Positive till date","993426"
"Total Positive COVID-19 Patients Recovered / Discharged till date","980306"
"No. of Deaths","10619"
"Total No. of People Vaccinated Today","24620 
(1st Dose: 7530 
2nd Dose: 13066 
Precaution Dose: 4024)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23376803 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18928810 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","412061"
"Cumulative Coverage of Total COVID-19 Vaccination","42717674"
"COVID-19 Today (02-05-2022) Positivity Rate","4.08%"
"Recovery Rate","98.68%"
"Fatality Rate","1.07%"
