"Total No. of Sample Taken Today","18864"
"Total No. of Positive Cases Detected Today","22"
"Total Positive Cases under Home Isolation (27-11-2021)","118"
"Total No. of Samples Sent till date","13554155"
"Total No. of Samples found Positive till date","771676 
(M: 471518 
F: 300141 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761454"
"Total Active COVID-19 Patients","145"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","62202 
(1st Dose: 19802, 
2nd Dose: 42400"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18519728 (90%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","9928200 (48%)"
"Cumulative Coverage of Total COVID-19 Vaccination","28447928"
"COVID-19 Today (28-11-2021) Positivity Rate","0.10%"
"COVID-19 Cumulative Positivity Rate","5.70%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","534681"
