,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Ahmednagar,49,0,73,,15908,24818,0,622,88.0,24.0,81.0,,59323.0,101032.0,0,4543083,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,341643,7126,333611,,2624465,1130080,0,11,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
1,1,1,1,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Akola,0,0,0,,19112,7106,0,6,9.0,0.0,2.0,,81456.0,43423.0,0,1818617,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,58794,1426,57348,,1009008,465312,0,4,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
2,2,2,2,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Amravati,4,2,0,,37241,13702,0,5,-24.0,2.0,0.0,,193998.0,81333.0,0,2887826,,,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,96235,1597,94618,,1695469,761718,0,2,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
3,3,3,3,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Aurangabad,7,0,0,,44851,23243,0,138,-138.0,0.0,144.0,,314288.0,159850.0,0,3695928,,,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,155619,4254,151253,,2449758,1074130,0,14,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
4,4,4,4,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Beed,7,1,2,,19701,11447,0,55,48.0,6.0,66.0,,107751.0,75171.0,0,2585962,,,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,103996,2828,101121,,1414999,682242,0,7,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
5,5,5,5,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Bhandara,0,0,0,,2063,9511,0,3,1.0,0.0,1.0,,7881.0,49801.0,0,1198810,,,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,60088,1123,58953,,843118,532891,0,10,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
6,6,6,6,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Buldhana,3,0,3,,17402,12219,0,23,13.0,0.0,13.0,,91764.0,70843.0,0,2588039,,,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,85597,802,84774,,1543669,735146,0,6,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
7,7,7,7,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Chandrapur,2,0,0,,6904,12531,0,17,-12.0,1.0,0.0,,34952.0,74701.0,0,2194262,,,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,88985,1564,87397,,1425742,627273,0,4,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
8,8,8,8,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Dhule,0,0,0,,13602,11133,0,1,2.0,1.0,5.0,,73175.0,65895.0,0,2048781,,,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,46187,655,45520,,1201832,666273,0,11,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
9,9,9,9,2021-11-30,MH,678,35,942,91277,576344,637513,0,6543,4361.0,231.0,6056.0,666498.0,2554445.0,3306529.0,0.0,Gadchiroli,0,0,0,,2337,5236,0,7,2.0,0.0,4.0,,9234.0,22712.0,0,1071795,,,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,30455,669,29748,,573175,280983,0,33,2022-01-22 00:35:08.431379,122153000,2022-01-22 00:35:08.432243,,3671 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,6635658,140997,6483435,65511394,74308398,40019518,0,3671,12.0,0.0
