,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Almora,0,0,0,670,134,1472,0,11,4.0,0.0,6.0,2427.0,691.0,9702.0,0,621927,,,616 cases were recorded as Migrated / Others,12221,196,11402,240673.0,380785,255212,0,616,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
1,1,1,1,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Bageshwar,0,0,0,190,69,1024,0,0,0.0,0.0,0.0,1134.0,462.0,6069.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5679,207279.0,185139,151862,0,25,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
2,2,2,2,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Chamoli,0,0,0,597,51,1725,0,1,2.0,0.0,0.0,2498.0,222.0,10720.0,0,391114,,,206 cases were recorded as Migrated / Others,12247,62,11977,292394.0,275677,226825,0,206,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
3,3,3,3,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Champawat,2,0,0,694,89,690,0,0,2.0,0.0,0.0,3009.0,487.0,5277.0,0,259315,,,189 cases were recorded as Migrated / Others,7607,53,7363,240147.0,184787,138456,0,189,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
4,4,4,4,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Dehradun,8,0,17,2491,2663,12730,0,50,61.0,0.0,133.0,11666.0,11614.0,72210.0,0,1698560,,,603 cases were recorded as Migrated / Others,112546,3523,108370,1972589.0,1495952,1053489,0,603,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
5,5,5,5,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Haridwar,0,0,1,2888,1292,11735,0,13,7.0,0.0,5.0,15116.0,6369.0,67426.0,0,1927029,,,1378 cases were recorded as Migrated / Others,51535,1020,49118,2127628.0,1477831,882542,0,1378,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
6,6,6,6,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Nainital,9,0,0,1416,734,4797,0,7,18.0,1.0,2.0,5318.0,3466.0,26743.0,0,955128,,,134 cases were recorded as Migrated / Others,39268,946,38167,572929.0,732860,485002,0,134,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
7,7,7,7,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Pauri Garhwal,7,0,0,550,529,3389,0,1,26.0,0.0,3.0,3020.0,2481.0,18760.0,0,686527,,,701 cases were recorded as Migrated / Others,17716,315,16676,397002.0,438467,290920,0,701,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
8,8,8,8,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Pithoragarh,0,0,0,405,110,1558,0,0,2.0,0.0,1.0,1652.0,780.0,12203.0,0,485993,,,108 cases were recorded as Migrated / Others,10265,182,9973,221965.0,321804,226143,0,108,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
9,9,9,9,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Rudraprayag,0,0,0,230,52,640,0,1,0.0,0.0,0.0,1142.0,285.0,3042.0,0,236857,,,159 cases were recorded as Migrated / Others,8801,106,8536,196781.0,171931,127689,0,159,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
10,10,10,10,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Tehri Garhwal,2,0,0,256,419,2528,0,1,2.0,0.0,1.0,1215.0,2135.0,14907.0,0,616409,,,899 cases were recorded as Migrated / Others,15840,110,14829,309662.0,388385,262860,0,899,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
11,11,11,11,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Udham Singh Nagar,0,0,0,919,1719,21022,0,1,7.0,0.0,1.0,4518.0,7905.0,101927.0,0,1648367,,,799 cases were recorded as Migrated / Others,37885,761,36317,928272.0,1297272,806576,0,799,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
12,12,12,12,2021-11-30,UT,28,0,19,11643,7922,65345,0,92,132.0,1.0,155.0,54542.0,37275.0,356983.0,0.0,Uttarkashi,0,0,1,337,61,2035,0,6,1.0,0.0,3.0,1827.0,378.0,7997.0,0,329686,,,343 cases were recorded as Migrated / Others,12560,74,12139,344955.0,236432,188618,0,343,2022-01-22T02:30:39.386685+05:30,11141000,,,6160 cases were recorded as Migrated / Others,344255,7408,330546,8052276,7587322,5096194,0,6160,0.0,0.0
