"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,240+8","15,007+11","99","134-3","2-Sep-21"
"2","Coochbehar","28,525+21","28,089+28","95","341-7","2-Sep-21"
"3","Darjeeling","55,315+49","54,065+61","518","732-12","2-Sep-21"
"4","Kalimpong","6,740+12","6,542+12","52","146","2-Sep-21"
"5","Jalpaiguri","40,894+20","39,972+31","553","369-11","2-Sep-21"
"6","Uttar Dinajpur","19,628+8","19,318+6","235","75+2","2-Sep-21"
"7","Dakshin Dinajpur","17,153+7","16,873+9","169","111-2","2-Sep-21"
"8","Malda","32,838+6","32,581+6","185","72","2-Sep-21"
"9","Murshidabad","33,738+4","33,356+5","325","57-1","2-Sep-21"
"10","Nadia","70,618+45","69,300+46","756+1","562-2","2-Sep-21"
"11","Birbhum","40,563+9","40,191+7","285","87+2","2-Sep-21"
"12","Purulia","19,290+5","19,126+4","113","51+1","2-Sep-21"
"13","Bankura","35,227+24","34,666+24","266","295","2-Sep-21"
"14","Jhargram","11,733+14","11,514+16","27","192-2","2-Sep-21"
"15","Paschim Medinipur","51,916+34","50,944+39","501","471-5","2-Sep-21"
"16","Purba Medinipur","61,772+34","60,865+44","382","525-10","2-Sep-21"
"17","Purba Bardhaman","40,647+12","40,206+22","187","254-10","2-Sep-21"
"18","Paschim Bardhaman","56,743+20","56,198+16","351","194+4","2-Sep-21"
"19","Howrah","95,742+48","93,723+42","1,497","522+6","2-Sep-21"
"20","Hooghly","83,087+42","81,605+45","941+2","541-5","2-Sep-21"
"21","North 24 Parganas","3,22,162+109","3,16,359+94","4,642+4","1,161+11","2-Sep-21"
"22","South 24 Parganas","97,821+45","95,880+54","1,288+1","653-10","2-Sep-21"
"23","Kolkata","3,13,206+110","3,07,044+93","5,013+3","1,149+14","2-Sep-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,50,664+686","15,23,487+715","18,483+11","8,694-40",""
