"1","Total Samples taken","17854973"
"2","Sample collected on the day","35423"
"3","Test conducted on the day","27796"
"4","Total No. of patients tested Positive","745129"
"5","No. of patients discharged","706900"
"6","Positive cases on the day","1649"
"7","Number of active Cases","20937"
"8","Total Deaths reported","17292"
"9","No. of Patients on oxygen support","983"
"10","Patients at critical care Level-3 facilities","317"
"11","Patients who are critical and on ventilator support","92"
"12","Healthcare Workers vaccinated with 1st dose on the day","37"
"13","Total Healthcare Workers vaccinated with 1st dose","217938"
"14","Frontline Workers vaccinated with 1st dose on the day","93"
"15","Total Frontline Workers vaccinated with 1st dose","1115296"
"16","Healthcare Workers vaccinated with 2nd dose on the day","969"
"17","Total Healthcare Workers vaccinated with 2nd dose","193898"
"18","Frontline Workers vaccinated with 2nd dose on the day","4048"
"19","Total Frontline Workers vaccinated with 2nd dose","930714"
"20","Above 45 Vaccinated with 1st dose on the day","32509"
"21","Total Above 45 Vaccinated with 1st dose","7476192"
"22","Above 45 Vaccinated with 2nd dose on the day","64900"
"23","Total Above 45 Vaccinated with 2nd dose","5678856"
"24","18-44 years age group Vaccinated with 1st dose on the day","80199"
"25","Total 18-44 years age group Vaccinated with 1st dose","10799777"
"26","18-44 years age group Vaccinated with 2nd dose on the day","103525"
"27","Total 18-44 years age group Vaccinated with 2nd dose","6825718"
"28","15-17 years age group Vaccinated with 1st dose on the day","31997"
"29","Total 15-17 years age group Vaccinated with 1st dose","470048"
"30","15-17 years age group Vaccinated with 2nd dose on the day","326"
"31","Total 15-17 years age group Vaccinated with 2nd dose","502"
"32","Precautionary dose given on the day","14528"
"33","Total Precautionary dose given","211092"
"34","Total Vaccination 1st dose on the day","112838"
"35","Total Vaccination 2nd dose on the day","173442"
"36","Total Vaccination 1st and 2nd dose on the day","286280"
