"1","Total Samples taken","15920830"
"2","Sample collected on the day","25609"
"3","Test conducted on the day","24830"
"4","Total No. of patients tested Positive","602943"
"5","No. of patients discharged","586048"
"6","Number of active Cases","315"
"7","Total Deaths reported","16580"
"8","No. of Patients on oxygen support","34"
"9","Patients at critical care Level-3 facilities","15"
"10","Patients who are critical and on ventilator support","1"
"11","Healthcare Workers vaccinated with 1st dose on the day","0"
"12","Total Healthcare Workers vaccinated with 1st dose","216635"
"13","Frontline Workers vaccinated with 1st dose on the day","1"
"14","Total Frontline Workers vaccinated with 1st dose","1152679"
"15","Healthcare Workers vaccinated with 2nd dose on the day","12"
"16","Total Healthcare Workers vaccinated with 2nd dose","138078"
"17","Frontline Workers vaccinated with 2nd dose on the day","41"
"18","Total Frontline Workers vaccinated with 2nd dose","335227"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","1"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","53"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1369314"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","473305"
"23","Above 45 Vaccinated with 1st dose on the day","1897"
"24","Total Above 45 Vaccinated with 1st dose","6244631"
"25","Above 45 Vaccinated with 2nd dose on the day","3358"
"26","Total Above 45 Vaccinated with 2nd dose","3183408"
"27","18-44 years age group Vaccinated with 1st dose on the day","8275"
"28","Total 18-44 years age group Vaccinated with 1st dose","8562885"
"29","18-44 years age group Vaccinated with 2nd dose on the day","12997"
"30","Total 18-44 years age group Vaccinated with 2nd dose","3359914"
"31","Total Vaccination 1st dose on the day","10173"
"32","Total Vaccination 2nd dose on the day","16408"
"33","Total Vaccination 1st and 2nd dose on the day","26581"
