"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35186","0","34848","5","0","333","0"
"2","Ballari","1","97841","0","96048","106","0","1687","0"
"3","Belagavi","3","80079","2","79042","91","0","946","0"
"4","Bengaluru Rural","0","62132","5","61214","26","0","892","0"
"5","Bengaluru Urban","146","1260277","147","1238240","5658","1","16378","1"
"6","Bidar","0","24351","0","23943","0","0","404","4"
"7","Chamarajanagara","0","33111","1","32583","14","0","503","11"
"8","Chikkaballapura","0","43991","1","43556","3","0","431","1"
"9","Chikkamagaluru","4","51441","19","50970","73","0","398","0"
"10","Chitradurga","1","36758","1","36514","34","0","210","0"
"11","Dakshina 
Kannada","6","116206","21","114339","168","0","1692","7"
"12","Davanagere","0","51026","0","50406","12","0","608","0"
"13","Dharwada","2","61464","4","60111","27","0","1324","2"
"14","Gadag","0","26074","0","25754","1","0","319","0"
"15","Hassana","7","112243","4","110890","91","1","1260","2"
"16","Haveri","0","21960","0","21316","1","0","643","0"
"17","Kalaburagi","4","61973","2","61140","11","0","822","0"
"18","Kodagu","10","37600","30","37054","212","0","333","1"
"19","Kolara","9","47072","2","46400","30","0","642","0"
"20","Koppala","1","35209","0","34670","11","0","528","0"
"21","Mandya","5","73919","7","73230","34","0","655","0"
"22","Mysuru","10","180156","9","177581","148","0","2427","0"
"23","Raichuru","0","39991","0","39648","10","0","333","0"
"24","Ramanagara","0","24220","0","23890","7","0","323","0"
"25","Shivamogga","2","69708","15","68533","85","0","1090","0"
"26","Tumakuru","3","121246","9","119989","116","0","1141","0"
"27","Udupi","5","77000","5","76476","34","0","490","0"
"28","Uttara Kannada","3","56545","2","55709","62","0","774","0"
"29","Vijayapura","0","36286","0","35787","4","0","495","0"
"30","Yadagiri","0","27548","0","27342","0","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","222","3002649","286","2957256","7074","2","38290","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
 
Date: 20-12-2021 
 Page 5 of 8","","","","","","","","",""
