"1","Total Samples taken","17134880"
"2","Sample collected on the day","38505"
"3","Test conducted on the day","35720"
"4","Total No. of patients tested Positive","642182"
"5","No. of patients discharged","595090"
"6","Positive cases on the day","6083"
"7","Number of active Cases","30384"
"8","Total Deaths reported","16708"
"9","No. of Patients on oxygen support","460"
"10","Patients at critical care Level-3 facilities","130"
"11","Patients who are critical and on ventilator support","19"
"12","Healthcare Workers vaccinated with 1st dose on the day","107"
"13","Total Healthcare Workers vaccinated with 1st dose","218226"
"14","Frontline Workers vaccinated with 1st dose on the day","139"
"15","Total Frontline Workers vaccinated with 1st dose","1114923"
"16","Healthcare Workers vaccinated with 2nd dose on the day","460"
"17","Total Healthcare Workers vaccinated with 2nd dose","184070"
"18","Frontline Workers vaccinated with 2nd dose on the day","632"
"19","Total Frontline Workers vaccinated with 2nd dose","875423"
"20","Above 45 Vaccinated with 1st dose on the day","14923"
"21","Total Above 45 Vaccinated with 1st dose","6974175"
"22","Above 45 Vaccinated with 2nd dose on the day","33739"
"23","Total Above 45 Vaccinated with 2nd dose","4522502"
"24","18-44 years age group Vaccinated with 1st dose on the day","38186"
"25","Total 18-44 years age group Vaccinated with 1st dose","9451945"
"26","18-44 years age group Vaccinated with 2nd dose on the day","68375"
"27","Total 18-44 years age group Vaccinated with 2nd dose","4872408"
"28","15-17 years age group Vaccinated with 1st dose on the day","9253"
"29","Total 15-17 years age group Vaccinated with 1st dose","86921"
"30","Precautionary dose given on the day","5099"
"31","Total Precautionary dose given","22526"
"32","Total Vaccination 1st dose on the day","62608"
"33","Total Vaccination 2nd dose on the day","103206"
"34","Total Vaccination 1st , 2nd and Precautionary dose on the day","170913"
