,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Bagalkote,0,0,0,,2323,3380,0,0,0.0,0.0,0.0,,39157.0,46027.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35180.0,333.0,34842.0,,1229994,662043,0,0.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,0.0
1,1,1,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Ballari,1,0,0,,1932,6457,0,0,13.0,0.0,10.0,,20561.0,56530.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97780.0,1686.0,95980.0,,1792701,934660,0,0.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,0.0
2,2,2,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Belagavi,5,0,5,,14169,29579,0,0,17.0,3.0,26.0,,58910.0,135373.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,79936.0,941.0,78931.0,,3236247,1546179,0,0.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,0.0
3,3,3,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Bengaluru Rural,1,0,2,,383,1816,0,0,33.0,1.0,19.0,,5525.0,28096.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62049.0,890.0,61108.0,,707736,423989,0,0.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,0.0
4,4,4,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Bengaluru Urban,147,1,62,,3602,19086,0,0,1137.0,14.0,858.0,,32545.0,191867.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1253669.0,16307.0,1230715.0,,9267697,6181085,0,1.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,1.0
5,5,5,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Bidar,0,0,1,,625,1774,0,0,1.0,1.0,1.0,,13169.0,41222.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24342.0,401.0,23937.0,,946842,564495,0,4.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,4.0
6,6,6,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Chamarajanagara,1,0,0,,128,1500,0,0,11.0,0.0,4.0,,1482.0,20795.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33013.0,502.0,32484.0,,649868,379934,0,11.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,11.0
7,7,7,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Chikkaballapura,1,0,6,,275,561,0,0,5.0,0.0,12.0,,4959.0,28197.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,43962.0,431.0,43522.0,,858010,528280,0,1.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,1.0
8,8,8,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Chikkamagaluru,1,0,2,,282,1970,0,0,27.0,0.0,33.0,,3720.0,22214.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51163.0,396.0,50716.0,,741967,372539,0,0.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,0.0
9,9,9,2021-11-12,KA,227.0,2.0,206.0,103169,55975,162003,0,0,1880.0,38.0,1994.0,686745.0,492902.0,1552474.0,0.0,Chitradurga,3,0,2,,8351,4435,0,0,16.0,0.0,14.0,,42392.0,41689.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36692.0,206.0,36444.0,,1072022,670218,0,0.0,2022-01-22T01:24:21.129476+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2991369.0,38140.0,2945164.0,51904536.0,43145669,24791633,0,29.0,29.0,0.0
