"Total No. of Sample Taken Today","23430"
"Total No. of Positive Cases Detected Today","17"
"Total Positive Cases under Home Isolation (29-11-2021)","130"
"Total No. of Samples Sent till date","13590078"
"Total No. of Samples found Positive till date","771709 
(M: 471535 
F: 300157 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761492"
"Total Active COVID-19 Patients","140"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","131921 
(1st Dose: 38204, 
2nd Dose: 93717"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18592004 (90%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","10113213 (49%)"
"Cumulative Coverage of Total COVID-19 Vaccination","28705217"
"COVID-19 Today (30-11-2021) Positivity Rate","0.09%"
"COVID-19 Cumulative Positivity Rate","5.69%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","536098"
