"Total No. of Sample Taken Today","48623"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","8841"
"Total Active COVID-19 Patients","41420"
"Total Positive Cases under Home Isolation (13-01-2022)","34925"
"Total No. of Samples found Positive till date 
Total Omicron Cases:169 (Active – 07, Discharged - 162)","828948 
(M: 504671 
F: 324260 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","777414"
"No. of Deaths","10091"
"Total No. of People Vaccinated today","128285 
(1st Dose: 55066, 
2nd Dose: 65491 
Precaution Dose:7668)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","21935790 (100%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose 
(Achieved 77% for 18yrs above population)","15774819 (77%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","48804"
"Cumulative Coverage of Total COVID-19 Vaccination","37759413"
"COVID-19 Today (14-01-2022) Positivity Rate","17.31%"
"Recovery Rate","93.78%"
"Fatality Rate","1.22%"
"Tests Per Million Population","600258"
