"1","Total Samples taken","18841390"
"2","Sample collected on the day","11298"
"3","Test conducted on the day","10565"
"4","Total No. of patients tested Positive","758913"
"5","No. of patients discharged","740949"
"6","Positive cases on the day","19"
"7","Number of active Cases","227"
"8","Total Deaths reported","17737"
"9","No. of Patients on oxygen support","24"
"10","Patients at critical care Level-3 facilities","7"
"11","Patients who are critical and on ventilator support","4"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218444"
"14","Frontline Workers vaccinated with 1st dose on the day","8"
"15","Total Frontline Workers vaccinated with 1st dose","1116759"
"16","Healthcare Workers vaccinated with 2nd dose on the day","57"
"17","Total Healthcare Workers vaccinated with 2nd dose","207970"
"18","Frontline Workers vaccinated with 2nd dose on the day","230"
"19","Total Frontline Workers vaccinated with 2nd dose","1001340"
"20","Above 45 Vaccinated with 1st dose on the day","1013"
"21","Total Above 45 Vaccinated with 1st dose","8242583"
"22","Above 45 Vaccinated with 2nd dose on the day","6054"
"23","Total Above 45 Vaccinated with 2nd dose","6698631"
"24","18-44 years age group Vaccinated with 1st dose on the day","3171"
"25","Total 18-44 years age group Vaccinated with 1st dose","12371191"
"26","18-44 years age group Vaccinated with 2nd dose on the day","13178"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8660347"
"28","15-17 years age group Vaccinated with 1st dose on the day","3524"
"29","Total 15-17 years age group Vaccinated with 1st dose","892477"
"30","15-17 years age group Vaccinated with 2nd dose on the day","8486"
"31","Total 15-17 years age group Vaccinated with 2nddose","378360"
"32","12-14 years age group Vaccinated with 1st dose on the day","11129"
"33","Total 12-14 years age group Vaccinated with 1st dose","24295"
"34","Precautionary dose given on the day","1253"
"35","Total Precautionary dose given","422692"
"36","Total Vaccination 1st dose on the day","4194"
"37","Total Vaccination 2nd dose on the day","19519"
"38","Total Vaccination 1st and 2nd dose on the day","23713"
