"1","Total Samples taken","18540916"
"2","Sample collected on the day","17549"
"3","Test conducted on the day","12382"
"4","Total No. of patients tested Positive","758139"
"5","No. of patients discharged","739809"
"6","Positive cases on the day","51"
"7","Number of active Cases","618"
"8","Total Deaths reported","17712"
"9","No. of Patients on oxygen support","50"
"10","Patients at critical care Level-3 facilities","15"
"11","Patients who are critical and on ventilator support","6"
"12","Healthcare Workers vaccinated with 1st dose on the day","5"
"13","Total Healthcare Workers vaccinated with 1st dose","218384"
"14","Frontline Workers vaccinated with 1st dose on the day","3"
"15","Total Frontline Workers vaccinated with 1st dose","1116608"
"16","Healthcare Workers vaccinated with 2nd dose on the day","63"
"17","Total Healthcare Workers vaccinated with 2nd dose","206015"
"18","Frontline Workers vaccinated with 2nd dose on the day","393"
"19","Total Frontline Workers vaccinated with 2nd dose","993293"
"20","Above 45 Vaccinated with 1st dose on the day","4639"
"21","Total Above 45 Vaccinated with 1st dose","8189572"
"22","Above 45 Vaccinated with 2nd dose on the day","4348"
"23","Total Above 45 Vaccinated with 2nd dose","6544371"
"24","18-44 years age group Vaccinated with 1st dose on the day","9014"
"25","Total 18-44 years age group Vaccinated with 1st dose","12240034"
"26","18-44 years age group Vaccinated with 2nd dose on the day","8691"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8306887"
"28","15-17 years age group Vaccinated with 1st dose on the day","1412"
"29","Total 15-17 years age group Vaccinated with 1st dose","783585"
"30","15-17 years age group Vaccinated with 2nd dose on the day","3274"
"31","Total 15-17 years age group Vaccinated with 2nddose","142121"
"32","Precautionary dose given on the day","569"
"33","Total Precautionary dose given","395831"
"34","Total Vaccination 1st dose on the day","13661"
"35","Total Vaccination 2nd dose on the day","13495"
"36","Total Vaccination 1st and 2nd dose on the day","27156"
