"1","Total Samples taken","17270753"
"2","Sample collected on the day","23570"
"3","Test conducted on the day","31866"
"4","Total No. of patients tested Positive","670460"
"5","No. of patients discharged","610241"
"6","Positive cases on the day","6656"
"7","Number of active Cases","43429"
"8","Total Deaths reported","16790"
"9","No. of Patients on oxygen support","698"
"10","Patients at critical care Level-3 facilities","176"
"11","Patients who are critical and on ventilator support","41"
"12","Healthcare Workers vaccinated with 1st dose on the day","8"
"13","Total Healthcare Workers vaccinated with 1st dose","218339"
"14","Frontline Workers vaccinated with 1st dose on the day","3"
"15","Total Frontline Workers vaccinated with 1st dose","1115073"
"16","Healthcare Workers vaccinated with 2nd dose on the day","57"
"17","Total Healthcare Workers vaccinated with 2nd dose","184369"
"18","Frontline Workers vaccinated with 2nd dose on the day","245"
"19","Total Frontline Workers vaccinated with 2nd dose","876445"
"20","Above 45 Vaccinated with 1st dose on the day","28595"
"21","Total Above 45 Vaccinated with 1st dose","7048614"
"22","Above 45 Vaccinated with 2nd dose on the day","57700"
"23","Total Above 45 Vaccinated with 2nd dose","4687211"
"24","18-44 years age group Vaccinated with 1st dose on the day","60165"
"25","Total 18-44 years age group Vaccinated with 1st dose","9633476"
"26","18-44 years age group Vaccinated with 2nd dose on the day","110871"
"27","Total 18-44 years age group Vaccinated with 2nd dose","5214152"
"28","15-17 years age group Vaccinated with 1st dose on the day","16913"
"29","Total 15-17 years age group Vaccinated with 1st dose","130862"
"30","Precautionary dose given on the day","8092"
"31","Total Precautionary dose given","45324"
"32","Total Vaccination 1st dose on the day","105684"
"33","Total Vaccination 2nd dose on the day","168873"
"34","Total Vaccination 1st, 2nd and Precautionary dose on the day","282649"
