"Total No. of Sample Taken Today","5123"
"Total No. of Positive Cases Detected Today","43"
"Total Active COVID-19 Patients","226"
"Total No. of Active Cases under Home Isolation (16-10-2022)","215"
"Total No. of Samples found Positive till date","1055586"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044628"
"No. of Deaths","10709"
"Total No. of People Vaccinated Today","1376 
(1st Dose: 73 
2nd Dose: 322 
Precaution Dose: 981)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23667577 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19814103 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1925900"
"Cumulative Coverage of Total COVID-19 Vaccination","45407580"
"COVID-19 Today (16-10-2022) Positivity Rate","0.79%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
