"Total No. of Sample Taken Today","3337"
"Total No. of Positive Cases Detected Today","47"
"Total Active COVID-19 Patients","242"
"Total No. of Active Cases under Home Isolation (04-04-2022)","232"
"Total No. of Samples found Positive till date","985410"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974528"
"No. of Deaths","10617"
"Total No. of People Vaccinated Today","21546 
(1st Dose: 7344 
2nd Dose: 11639 
Precaution Dose: 2563)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23169573 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18514159 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","284172"
"Cumulative Coverage of Total COVID-19 Vaccination","41967904"
"COVID-19 Today (04-04-2022) Positivity Rate","1.00%"
"Recovery Rate","98.90%"
"Fatality Rate","1.08%"
"Tests Per Million Population","674383"
