"Total No. of Sample Taken Today","15550"
"Total No. of Positive Cases Detected Today","687"
"Total Active COVID-19 Patients","3144"
"Total No. of Active Cases under Home Isolation (30-07-2022)","3024"
"Total No. of Samples found Positive till date","1029423"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1015614"
"No. of Deaths","10642"
"Total No. of People Vaccinated Today","19660 
(1st Dose: 1267 
2nd Dose: 4276 
Precaution Dose: 14117)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23621948 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19655997 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1447829"
"Cumulative Coverage of Total COVID-19 Vaccination","44725774"
"COVID-19 Today (30-07-2022) Positivity Rate","4.42%"
"Recovery Rate","98.66%"
"Fatality Rate","1.03%"
