"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","785133","0","49736","0","446","1","49286","4"
"2","ALWAR","1600914","0","84504","0","320","0","84159","25"
"3","BANSWARA","316193","2","14765","0","106","0","14657","2"
"4","BARAN","233430","0","15249","0","64","0","15185","0"
"5","BARMER","402401","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476227","0","31451","0","272","0","31178","1"
"7","BHILWARA","505828","0","38181","0","162","0","38017","2"
"8","BIKANER","737539","1","49910","0","586","3","49320","4"
"9","BUNDI","232404","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450855","0","29377","0","140","0","29237","0"
"11","CHURU","433140","0","20819","0","114","0","20705","0"
"12","DAUSA","289590","2","15790","0","80","2","15699","11"
"13","DHOLPUR","281925","20","13905","0","49","13","13754","102"
"14","DUNGARPUR","327507","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421985","0","28139","0","158","0","27980","1"
"16","HANUMANGARH","487655","0","22518","0","114","0","22402","2"
"17","JAIPUR","3387884","76","275289","0","2112","15","272759","418"
"18","JAISALMER","242157","0","17036","0","68","0","16968","0"
"19","JALORE","443791","0","10545","0","78","0","10467","0"
"20","JHALAWAR","389766","0","17709","0","207","0","17500","2"
"21","JHUNJHUNU","491666","0","19158","0","181","0","18977","0"
"22","JODHPUR","1416045","0","141100","0","1164","0","139932","4"
"23","KARAULI","237216","0","8968","0","84","0","8884","0"
