"D
      
   
         
GOVERNMENT OF KARNATAKA 
 
DEPARTMENT OF HEALTH & FAMILY WELFARE 
 
COVID-19 
 
MEDIA BULLETIN 
ATE: 16-11-2021","","","","","","","",""
"","","","","","","","",""
"","T
he first case of Corona Virus infection, which has caused a pandemic resulting in catastrophic 
health 
implications  and  human  miseries 
throughout 
the  globe,  was  detected 
in 
state  on 
08.03.2020. It was a case of international traveler returning to Bengaluru Urban. 
A robust surveillance system with elaborate contingency plan is in place for limiting the spread of 
the disease.  
In  the  fight  against  COVID-19  pandemic  an  effective 
intervention  in 
the  form  of  COVID 
vaccination  has  been  implemented  in  Karnataka  since  January  16th  2021  as  per  Government  of 
India operational guidelines. 
The state is addressing the ongoing challenge of COVID 19 through the 5 pillars of Management 
i.e., “Test- Track- Treat- Vaccinate and Adherence to COVID Appropriate Behaviour”.","","","","","","",""
"","","","","","","","",""
"","","1","Today’s Discharges","","667","","",""
"","","2","Total Discharges","","2946601","","",""
"","","3","New Cases Reported (15.11.2021, 00:00 to 23:59)","","255","","",""
"","","4","Total Active Cases","","7493","","",""
"","","5","New Covid Deaths","","7","","",""
"","","6","Total Covid Deaths","","38153","","",""
"","","7","Total Positive Cases","","2992276","","",""
"","","8","Positivity rate for the day (15.11.2021, 00:00 to 23:59)","","0.38%","","",""
"","","9","Case fatality rate (CFR) for the day (15.11.2021, 00:00 to 23:59)","","2.74%","","",""
"","","","","","","","",""
"","Particulars","","","Today’s","","Cumulative","",""
"","A 
Total Passengers screened at Air ports","","","6196*","","494311","",""
"","UK passengers arrived from 25-11- 2020 to till date 
B","","","1255","","42307","",""
"*Date: 12/11/2021 (8 AM) to 15/11/2021 (8 AM). 
 
Date: 16-11-2021 
 Page 1 of 8","","","","","","","",""
