"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","792577","11","49881","0","447","8","49374","60"
"2","ALWAR","1621857","9","84819","0","321","11","84443","55"
"3","BANSWARA","321190","2","14773","0","106","0","14665","2"
"4","BARAN","240441","1","15310","0","64","0","15244","2"
"5","BARMER","404896","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476321","0","31451","0","272","0","31179","0"
"7","BHILWARA","508990","4","38219","0","162","0","38038","19"
"8","BIKANER","752542","16","50138","0","587","11","49463","88"
"9","BUNDI","236416","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","453617","1","29416","0","140","1","29260","16"
"11","CHURU","436483","1","20909","0","115","8","20780","14"
"12","DAUSA","295574","10","15869","0","81","6","15770","18"
"13","DHOLPUR","288309","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","327974","0","25499","0","134","0","25364","1"
"15","GANGANAGAR","423203","1","28168","0","158","0","27998","12"
"16","HANUMANGARH","489142","1","22525","0","114","1","22408","3"
"17","JAIPUR","3459216","48","276869","0","2113","30","274456","300"
"18","JAISALMER","242720","0","17036","0","68","0","16968","0"
"19","JALORE","446673","0","10559","0","78","1","10474","7"
"20","JHALAWAR","408747","0","17759","0","207","0","17550","2"
"21","JHUNJHUNU","493526","0","19160","0","181","0","18979","0"
"22","JODHPUR","1429538","13","141260","0","1164","9","140028","68"
"23","KARAULI","241937","0","8968","0","84","0","8884","0"
