"1","Total Samples taken","17354896"
"2","Sample collected on the day","42969"
"3","Test conducted on the day","41441"
"4","Total No. of patients tested Positive","684664"
"5","No. of patients discharged","622313"
"6","Positive cases on the day","7849"
"7","Number of active Cases","45505"
"8","Total Deaths reported","16846"
"9","No. of Patients on oxygen support","773"
"10","Patients at critical care Level-3 facilities","232"
"11","Patients who are critical and on ventilator support","53"
"12","Healthcare Workers vaccinated with 1st dose on the day","95"
"13","Total Healthcare Workers vaccinated with 1st dose","218463"
"14","Frontline Workers vaccinated with 1st dose on the day","35"
"15","Total Frontline Workers vaccinated with 1st dose","1115201"
"16","Healthcare Workers vaccinated with 2nd dose on the day","205"
"17","Total Healthcare Workers vaccinated with 2nd dose","184631"
"18","Frontline Workers vaccinated with 2nd dose on the day","312"
"19","Total Frontline Workers vaccinated with 2nd dose","877201"
"20","Above 45 Vaccinated with 1st dose on the day","24117"
"21","Total Above 45 Vaccinated with 1st dose","7096744"
"22","Above 45 Vaccinated with 2nd dose on the day","53313"
"23","Total Above 45 Vaccinated with 2nd dose","4802851"
"24","18-44 years age group Vaccinated with 1st dose on the day","71620"
"25","Total 18-44 years age group Vaccinated with 1st dose","9779163"
"26","18-44 years age group Vaccinated with 2nd dose on the day","123631"
"27","Total 18-44 years age group Vaccinated with 2nd dose","5472423"
"28","15-17 years age group Vaccinated with 1st dose on the day","21504"
"29","Total 15-17 years age group Vaccinated with 1st dose","176462"
"30","Precautionary dose given on the day","9469"
"31","Total Precautionary dose given","65038"
"32","Total Vaccination 1st dose on the day","117371"
"33","Total Vaccination 2nd dose on the day","177461"
"34","Total Vaccination 1st, 2nd and Precautionary dose on the day","304301"
