"Total No. of Sample Taken Today","24182"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","5770"
"Total Active COVID-19 Patients","35558"
"Total No. of Active Cases under Home Isolation (27-01-2022)","34121"
"Total No. of Samples found Positive till date 
Total Omicron Cases:307 (Active – 0, Discharged - 307)","932976"
"Total Positive COVID-19 Patients Recovered / Discharged till date","887158"
"No. of Deaths","10237"
"Total No. of People Vaccinated today","81027 
(1st Dose: 23045, 
2nd Dose: 51075 
Precaution Dose:6907)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22388815 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 80% for 18yrs above population)","16485142 (80%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","126104"
"Cumulative Coverage of Total COVID-19 Vaccination","39000061"
"COVID-19 Today (27-01-2022) Positivity Rate","17.87%"
"Recovery Rate","95.09%"
"Fatality Rate","1.10%"
"Tests Per Million Population","620221"
