"1","Total Samples taken","19078686"
"2","Sample collected on the day","8759"
"3","Test conducted on the day","8579"
"4","Total No. of patients tested Positive","759196"
"5","No. of patients discharged","741399"
"6","Positive cases on the day","8"
"7","Number of active Cases","55"
"8","Total Deaths reported","17742"
"9","No. of Patients on oxygen support","5"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","4"
"13","Total Healthcare Workers vaccinated with 1st dose","218493"
"14","Frontline Workers vaccinated with 1st dose on the day","6"
"15","Total Frontline Workers vaccinated with 1st dose","1116876"
"16","Healthcare Workers vaccinated with 2nd dose on the day","33"
"17","Total Healthcare Workers vaccinated with 2nd dose","208890"
"18","Frontline Workers vaccinated with 2nd dose on the day","77"
"19","Total Frontline Workers vaccinated with 2nd dose","1007666"
"20","Above 45 Vaccinated with 1st dose on the day","607"
"21","Total Above 45 Vaccinated with 1st dose","8268827"
"22","Above 45 Vaccinated with 2nd dose on the day","6715"
"23","Total Above 45 Vaccinated with 2nd dose","6821458"
"24","18-44 years age group Vaccinated with 1st dose on the day","1899"
"25","Total 18-44 years age group Vaccinated with 1st dose","12426113"
"26","18-44 years age group Vaccinated with 2nd dose on the day","15613"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8935944"
"28","15-17 years age group Vaccinated with 1st dose on the day","1636"
"29","Total 15-17 years age group Vaccinated with 1st dose","985824"
"30","15-17 years age group Vaccinated with 2nd dose on the day","4239"
"31","Total 15-17 years age group Vaccinated with 2nd dose","507748"
"32","12-14 years age group Vaccinated with 1st dose on the day","2752"
"33","Total 12-14 years age group Vaccinated with 1st dose","333920"
"34","Precautionary dose given on the day","3218"
"35","Total Precautionary dose given","462702"
"36","Total Vaccination 1st dose on the day","2516"
"37","Total Vaccination 2nd dose on the day","22438"
"38","Total Vaccination 1st and 2nd dose on the day","24954"
