,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Almora,5,0,1,608,5525,444,0,7,25.0,1.0,4.0,2439.0,10666.0,6467.0,0,621927,,,635 cases were recorded as Migrated / Others,12267,197,11428,252560.0,395447,300729,0,635,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,15.0
1,1,1,1,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Bageshwar,2,0,0,38,3410,65,0,1,9.0,0.0,3.0,3082.0,8311.0,468.0,0,259840,,,25 cases were recorded as Migrated / Others,5776,61,5684,221377.0,194301,159215,0,25,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,0.0
2,2,2,2,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Chamoli,0,0,0,864,4411,110,0,0,3.0,0.0,0.0,4005.0,9831.0,3546.0,0,391114,,,210 cases were recorded as Migrated / Others,12255,62,11983,307392.0,286182,255111,0,210,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,3.0
3,3,3,3,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Champawat,2,0,0,569,1399,660,0,1,64.0,0.0,62.0,5958.0,3680.0,6698.0,0,259315,,,189 cases were recorded as Migrated / Others,7685,53,7437,275681.0,190811,158654,0,189,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,0.0
4,4,4,4,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Dehradun,192,1,88,3176,15301,5108,0,50,519.0,3.0,249.0,14046.0,38408.0,36463.0,0,1698560,,,618 cases were recorded as Migrated / Others,113292,3528,108809,2043316.0,1585643,1303426,0,618,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,15.0
5,5,5,5,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Haridwar,26,0,0,4854,19743,7917,0,23,80.0,0.0,50.0,31947.0,51150.0,78278.0,0,1927029,,,1405 cases were recorded as Migrated / Others,51676,1024,49198,2281695.0,1563319,1232690,0,1405,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,10.0
6,6,6,6,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Nainital,26,0,4,1382,8637,3143,0,23,168.0,0.0,47.0,9034.0,19319.0,17325.0,0,955128,,,147 cases were recorded as Migrated / Others,39554,947,38300,618726.0,773396,625649,0,147,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,8.0
7,7,7,7,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Pauri Garhwal,34,0,9,797,6639,1333,0,4,121.0,0.0,9.0,7439.0,14534.0,8102.0,0,686527,,,806 cases were recorded as Migrated / Others,17862,315,16729,432983.0,459921,344544,0,806,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,105.0
8,8,8,8,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Pithoragarh,5,0,0,256,4423,548,0,14,21.0,0.0,17.0,7026.0,9046.0,5595.0,0,485993,,,114 cases were recorded as Migrated / Others,10322,182,10010,245484.0,334786,271816,0,114,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,6.0
9,9,9,9,2022-01-04,UT,310,1,111,15915,97310,24398,0,144,1120.0,4.0,508.0,110994.0,228640.0,214600.0,0.0,Rudraprayag,1,0,0,312,3845,43,0,0,1.0,0.0,0.0,3025.0,9102.0,2093.0,0,236857,,,161 cases were recorded as Migrated / Others,8807,106,8540,211173.0,182115,138801,0,161,2022-01-22T02:37:22.419487+05:30,11141000,,,6380 cases were recorded as Migrated / Others,345963,7420,331509,8580902,7989327,6469164,0,6380,181.0,1.0
