"1","Total Samples taken","15560368"
"2","Sample collected on the day","15282"
"3","Test conducted on the day","11865"
"4","Total No. of patients tested Positive","602517"
"5","No. of patients discharged","585736"
"6","Number of active Cases","219"
"7","Total Deaths reported","16562"
"8","No. of Patients on oxygen support","14"
"9","Patients at critical care Level-3 facilities","3"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","0"
"12","Total Healthcare Workers vaccinated with 1st dose","216614"
"13","Frontline Workers vaccinated with 1st dose on the day","0"
"14","Total Frontline Workers vaccinated with 1st dose","1152518"
"15","Healthcare Workers vaccinated with 2nd dose on the day","47"
"16","Total Healthcare Workers vaccinated with 2nd dose","137223"
"17","Frontline Workers vaccinated with 2nd dose on the day","139"
"18","Total Frontline Workers vaccinated with 2nd dose","331347"
"19","COVID-19 Vaccinated with 1st dose on the day 
(Healthcare + Frontline Workers)","0"
"20","COVID-19 Vaccinated with 2nd dose on the day 
(Healthcare + Frontline Workers)","186"
"21","Total COVID-19 Vaccinated with 1st dose 
(Healthcare + Frontline Workers)","1369132"
"22","Total COVID-19 Vaccinated with 2nd dose 
(Healthcare + Frontline Workers)","468570"
"23","Above 45 Vaccinated with 1st dose on the day","6379"
"24","Total Above 45 Vaccinated with 1st dose","6163559"
"25","Above 45 Vaccinated with 2nd dose on the day","13010"
"26","Total Above 45 Vaccinated with 2nd dose","2996753"
"27","18-44 years age group Vaccinated with 1st dose on the day","15902"
"28","Total 18-44 years age group Vaccinated with 1st dose","8356524"
"29","18-44 years age group Vaccinated with 2nd dose on the day","28371"
"30","Total 18-44 years age group Vaccinated with 2nd dose","2958918"
"31","Total Vaccination 1st dose on the day","22281"
"32","Total Vaccination 2nd  dose on the day","41567"
"33","Total Vaccination 1st  and 2nd dose on the day","63848"
