"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","794444","16","49956","0","447","8","49423","86"
"2","ALWAR","1625428","2","84877","0","321","9","84498","58"
"3","BANSWARA","321669","0","14778","0","106","0","14665","7"
"4","BARAN","241118","0","15311","0","64","0","15245","2"
"5","BARMER","405454","0","21457","0","205","0","21250","2"
"6","BHARATPUR","476344","0","31452","0","272","0","31179","1"
"7","BHILWARA","509451","0","38236","0","162","9","38053","21"
"8","BIKANER","755390","14","50236","0","589","16","49548","99"
"9","BUNDI","236604","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","454161","1","29424","0","140","3","29275","9"
"11","CHURU","437079","0","20927","0","115","7","20797","15"
"12","DAUSA","296354","0","15879","0","81","3","15791","7"
"13","DHOLPUR","288927","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328021","0","25499","0","134","0","25365","0"
"15","GANGANAGAR","423325","4","28179","0","158","0","28009","12"
"16","HANUMANGARH","489241","0","22529","1","115","2","22410","4"
"17","JAIPUR","3468190","44","277218","0","2113","31","274708","397"
"18","JAISALMER","242853","0","17036","0","68","0","16968","0"
"19","JALORE","447664","1","10564","0","78","0","10481","5"
"20","JHALAWAR","411234","0","17763","0","207","0","17552","4"
"21","JHUNJHUNU","493793","0","19161","0","181","0","18979","1"
"22","JODHPUR","1431711","10","141370","0","1164","17","140112","94"
"23","KARAULI","242449","0","8968","0","84","0","8884","0"
