"Total No. of Sample Taken Today","7214"
"Total No. of Positive Cases Detected Today","61"
"Total Active COVID-19 Patients","418"
"Total No. of Active Cases under Home Isolation (18-09-2022)","381"
"Total No. of Samples found Positive till date","1054315"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1043177"
"No. of Deaths","10697"
"Total No. of People Vaccinated Today","893 
(1st Dose: 65 
2nd Dose: 180 
Precaution Dose: 648)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23659495 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19793825 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1870058"
"Cumulative Coverage of Total COVID-19 Vaccination","45323378"
"COVID-19 Today (18-09-2022) Positivity Rate","0.72%"
"Recovery Rate","98.94%"
"Fatality Rate","1.01%"
