"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,644+6","15,497+4","102","45+2","11-Nov-21"
"2","Coochbehar","29,419+16","29,201+12","97","121+4","11-Nov-21"
"3","Darjeeling","57,466+44","56,632+28","545+1","289+15","11-Nov-21"
"4","Kalimpong","7,084+9","6,988+4","54","42+5","11-Nov-21"
"5","Jalpaiguri","42,130+10","41,419+14","581","130-4","11-Nov-21"
"6","Uttar Dinajpur","19,964+2","19,651+8","239","74-6","11-Nov-21"
"7","Dakshin Dinajpur","18,153+20","17,781+21","172","200-1","11-Nov-21"
"8","Malda","33,512+6","33,241+9","187","84-3","11-Nov-21"
"9","Murshidabad","34,047+3","33,672+5","329","46-2","11-Nov-21"
"10","Nadia","73,761+34","72,519+39","869+1","373-6","11-Nov-21"
"11","Birbhum","41,354+18","40,921+15","288","145+3","11-Nov-21"
"12","Purulia","19,441+4","19,307+2","114","20+2","11-Nov-21"
"13","Bankura","36,539+18","36,080+19","275","184-1","11-Nov-21"
"14","Jhargram","12,212+4","12,125+6","27","60-2","11-Nov-21"
"15","Paschim Medinipur","53,834+19","53,106+23","508","220-4","11-Nov-21"
"16","Purba Medinipur","63,220+16","62,704+12","397","119+4","11-Nov-21"
"17","Purba Bardhaman","42,265+19","41,846+23","202+2","217-6","11-Nov-21"
"18","Paschim Bardhaman","58,015+32","57,451+20","356","208+12","11-Nov-21"
"19","Howrah","99,504+51","97,354+65","1,528","622-14","11-Nov-21"
"20","Hooghly","87,048+72","85,400+66","1,001","647+6","11-Nov-21"
"21","North 24 Parganas","3,30,950+148","3,24,689+142","4,876+5","1,385+1","11-Nov-21"
"22","South 24 Parganas","1,01,714+76","99,743+62","1,354+1","617+13","11-Nov-21"
"23","Kolkata","3,25,104+233","3,17,762+220","5,190+4","2,152+9","11-Nov-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,02,446+860","15,75,152+819","19,294+14","8,000+27",""
