"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","790677","4","49813","0","447","4","49348","18"
"2","ALWAR","1616738","2","84739","0","321","0","84379","39"
"3","BANSWARA","320235","0","14771","0","106","2","14663","2"
"4","BARAN","239035","1","15307","0","64","0","15240","3"
"5","BARMER","404403","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476301","0","31451","0","272","0","31179","0"
"7","BHILWARA","508325","0","38196","0","162","0","38027","7"
"8","BIKANER","748227","10","50015","0","587","0","49374","54"
"9","BUNDI","235538","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452968","0","29396","0","140","0","29251","5"
"11","CHURU","435566","1","20882","0","115","0","20744","23"
"12","DAUSA","294147","4","15845","0","81","0","15744","20"
"13","DHOLPUR","286990","0","13965","0","49","1","13914","2"
"14","DUNGARPUR","327887","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","423032","2","28155","0","158","0","27993","4"
"16","HANUMANGARH","488927","2","22521","0","114","0","22404","3"
"17","JAIPUR","3444704","30","276493","0","2113","23","274103","277"
"18","JAISALMER","242627","0","17036","0","68","0","16968","0"
"19","JALORE","446123","0","10551","0","78","0","10470","3"
"20","JHALAWAR","404246","1","17753","0","207","2","17540","6"
"21","JHUNJHUNU","493214","0","19160","0","181","0","18978","1"
"22","JODHPUR","1426578","1","141170","0","1164","0","139984","22"
"23","KARAULI","240883","0","8968","0","84","0","8884","0"
