"1","Total Samples taken","18327403"
"2","Sample collected on the day","25146"
"3","Test conducted on the day","19375"
"4","Total No. of patients tested Positive","756899"
"5","No. of patients discharged","737373"
"6","Positive cases on the day","206"
"7","Number of active Cases","1875"
"8","Total Deaths reported","17651"
"9","No. of Patients on oxygen support","132"
"10","Patients at critical care Level-3 facilities","47"
"11","Patients who are critical and on ventilator support","19"
"12","Healthcare Workers vaccinated with 1st dose on the day","4"
"13","Total Healthcare Workers vaccinated with 1st dose","218341"
"14","Frontline Workers vaccinated with 1st dose on the day","34"
"15","Total Frontline Workers vaccinated with 1st dose","1116476"
"16","Healthcare Workers vaccinated with 2nd dose on the day","270"
"17","Total Healthcare Workers vaccinated with 2nd dose","204678"
"18","Frontline Workers vaccinated with 2nd dose on the day","2112"
"19","Total Frontline Workers vaccinated with 2nd dose","985043"
"20","Above 45 Vaccinated with 1st dose on the day","15655"
"21","Total Above 45 Vaccinated with 1st dose","8112064"
"22","Above 45 Vaccinated with 2nd dose on the day","23709"
"23","Total Above 45 Vaccinated with 2nd dose","6447607"
"24","18-44 years age group Vaccinated with 1st dose on the day","32697"
"25","Total 18-44 years age group Vaccinated with 1st dose","12094561"
"26","18-44 years age group Vaccinated with 2nd dose on the day","45623"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8102156"
"28","15-17 years age group Vaccinated with 1st dose on the day","6915"
"29","Total 15-17 years age group Vaccinated with 1st dose","744872"
"30","15-17 years age group Vaccinated with 2nd dose on the day","8536"
"31","Total 15-17 years age group Vaccinated with 2nddose","70096"
"32","Precautionary dose given on the day","5872"
"33","Total Precautionary dose given","373733"
"34","Total Vaccination 1st dose on the day","48390"
"35","Total Vaccination 2nd dose on the day","71714"
"36","Total Vaccination 1st and 2nd dose on the day","120104"
