"Total No. of Sample Taken Today","40145"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 23)","300"
"Total Positive Cases under Home Isolation (29-12-2021)","684"
"Total No. of Samples Sent till date","14588039"
"Total No. of Samples found Positive till date 
Total Omicron Cases:37 (Active – 12, Discharged - 25)","773361 
(M: 472402 
F: 300942 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762228"
"Total Active COVID-19 Patients","1047"
"No. of Deaths","10063"
"Total No. of People Vaccinated today","336409 
(1st Dose: 112971, 
2nd Dose: 223438)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19905273 (97%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","14127835 (69%)"
"Cumulative Coverage of Total COVID-19 Vaccination","34033108"
"COVID-19 Today (30-12-2021) Positivity Rate","0.76%"
"COVID-19 Cumulative Positivity Rate","5.32%"
"Recovery Rate","98.56%"
"Fatality Rate","1.30%"
"Tests Per Million Population","575465"
