"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","17,545+96","16,629+161","102","814-65","23-Jan-22"
"2","Coochbehar","32,344+169","31,122+213","100","1,122-44","23-Jan-22"
"3","Darjeeling","66,392+241","62,666+653","568+2","3,158-414","23-Jan-22"
"4","Kalimpong","8,008+2","7,574+84","55","379-82","23-Jan-22"
"5","Jalpaiguri","47,407+295","44,817+379","603","1,987-84","23-Jan-22"
"6","Uttar Dinajpur","24,225+94","22,415+328","253","1,557-234","23-Jan-22"
"7","Dakshin Dinajpur","21,943+156","20,443+260","181","1,319-104","23-Jan-22"
"8","Malda","42,606+91","39,405+653","192","3,009-562","23-Jan-22"
"9","Murshidabad","40,501+118","38,104+435","334","2,063-317","23-Jan-22"
"10","Nadia","85,223+250","80,858+717","913","3,452-467","23-Jan-22"
"11","Birbhum","55,563+300","50,758+937","323+2","4,482-639","23-Jan-22"
"12","Purulia","23,544+70","22,121+277","117","1,306-207","23-Jan-22"
"13","Bankura","42,186+175","40,085+370","276","1,825-195","23-Jan-22"
"14","Jhargram","14,987+52","14,084+184","29","874-132","23-Jan-22"
"15","Paschim Medinipur","60,979+198","58,379+422","517+1","2,083-225","23-Jan-22"
"16","Purba Medinipur","66,931+48","65,457+227","413+2","1,061-181","23-Jan-22"
"17","Purba Bardhaman","53,856+153","49,964+788","223+1","3,669-636","23-Jan-22"
"18","Paschim Bardhaman","74,246+134","69,913+854","386+1","3,947-721","23-Jan-22"
"19","Howrah","1,23,489+172","1,16,669+1,127","1,618+2","5,202-957","23-Jan-22"
"20","Hooghly","1,05,918+280","1,00,196+977","1,082+4","4,640-701","23-Jan-22"
"21","North 24 Parganas","3,96,708+678","3,75,074+3,539","5,165+14","16,469-2,875","23-Jan-22"
"22","South 24 Parganas","1,24,063+278","1,16,553+1,297","1,443+3","6,067-1,022","23-Jan-22"
"23","Kolkata","4,41,061+496","4,11,532+5,275","5,479+5","24,050-4,784","23-Jan-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","19,69,791+4,546","18,54,881+20,157","20,375+37","94,535-15,648",""
