"Total No. of Sample Taken Today","27862"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","675"
"Total Active COVID-19 Patients","3972"
"Total No. of Active Cases under Home Isolation (18-02-2022)","3440"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","977311"
"Total Positive COVID-19 Patients Recovered / Discharged till date","962799"
"No. of Deaths","10517"
"Total No. of People Vaccinated today","79113 
(1st Dose: 13259, 
2nd Dose: 63404 
Precaution Dose: 2450)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22793196 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17714407 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","219687"
"Cumulative Coverage of Total COVID-19 Vaccination","40727290"
"COVID-19 Today (18-02-2022) Positivity Rate","3.11%"
"Recovery Rate","98.52%"
"Fatality Rate","1.08%"
"Tests Per Million Population","645234"
