"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","780727","0","49715","0","446","0","49266","3"
"2","ALWAR","1585091","0","84453","0","320","0","84133","0"
"3","BANSWARA","312091","0","14762","0","106","0","14656","0"
"4","BARAN","229941","0","15247","0","64","2","15183","0"
"5","BARMER","400862","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476128","0","31450","0","272","0","31178","0"
"7","BHILWARA","503491","0","38176","0","162","0","38014","0"
"8","BIKANER","730273","0","49897","0","586","0","49304","7"
"9","BUNDI","229332","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","448857","0","29374","0","140","0","29234","0"
"11","CHURU","430323","0","20819","0","114","0","20705","0"
"12","DAUSA","286641","0","15774","0","80","0","15693","1"
"13","DHOLPUR","276890","1","13751","0","49","0","13699","3"
"14","DUNGARPUR","327018","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","420869","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","486592","0","22516","0","114","0","22402","0"
"17","JAIPUR","3345946","7","274431","0","2111","5","272275","45"
"18","JAISALMER","241568","0","17036","0","68","0","16968","0"
"19","JALORE","441367","0","10545","0","78","0","10467","0"
"20","JHALAWAR","381052","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","490218","0","19158","0","181","0","18977","0"
"22","JODHPUR","1406525","0","141080","0","1164","2","139903","13"
"23","KARAULI","236028","0","8968","0","84","0","8884","0"
