,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Anjaw,0.0,0.0,0.0,0.0,30,129,0,0.0,0.0,0.0,32.0,58.0,225.0,21089,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1068,3,1065,21002,11806,8577,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
1,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Changlang,0.0,0.0,0.0,0.0,104,328,0,0.0,0.0,2.0,13.0,1154.0,2174.0,147951,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3809,22,3787,79458,92110,64203,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
2,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,East Kameng,0.0,0.0,0.0,0.0,4,97,0,0.0,0.0,0.0,0.0,44.0,373.0,78413,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1094,0,1094,52766,23235,17319,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
3,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,East Siang,0.0,0.0,1.0,8.0,67,126,0,2.0,0.0,5.0,136.0,419.0,942.0,99019,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3221,17,3201,61506,55221,44177,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
4,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Kamle,0.0,0.0,0.0,0.0,47,87,0,0.0,0.0,0.0,0.0,239.0,249.0,22256,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,512,0,512,6582,7287,4510,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
5,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Kra Daadi,0.0,0.0,0.0,0.0,24,48,0,0.0,0.0,0.0,0.0,121.0,437.0,0,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6066,6426,3966,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
6,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Kurung Kumey,0.0,0.0,0.0,3.0,35,15,0,0.0,0.0,0.0,3.0,164.0,145.0,89717,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,511,1,510,9174,9406,6281,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
7,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Lepa Rada,0.0,0.0,0.0,5.0,12,29,0,0.0,0.0,0.0,19.0,60.0,204.0,0,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,876,3,873,16760,13421,10768,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
8,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Lohit,0.0,0.0,0.0,0.0,85,97,0,0.0,0.0,1.0,52.0,396.0,847.0,145538,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,2888,26,2862,49132,32109,24894,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
9,2021-11-23,AR,4.0,0.0,2.0,364.0,815,2244,0,25.0,0.0,39.0,2388.0,6830.0,16700.0,Longding,0.0,0.0,0.0,3.0,27,66,0,0.0,0.0,0.0,20.0,255.0,576.0,60000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,752,2,750,19870,19810,9717,2021-11-23 22:19:59,1504000,2021-11-23 20:00:00+05:30,https://twitter.com/DirHealth_ArPr,,55255.0,280.0,54939.0,1184814.0,788329,595474
