"Total No. of Sample Taken Today","14758"
"Total No. of Positive Cases Detected Today","689"
"Total Active COVID-19 Patients","2928"
"Total No. of Active Cases under Home Isolation (29-07-2022)","2821"
"Total No. of Samples found Positive till date","1028736"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1015145"
"No. of Deaths","10640"
"Total No. of People Vaccinated Today","24244 
(1st Dose: 1856 
2nd Dose: 7011 
Precaution Dose: 15377)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23620681 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19651721 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1433712"
"Cumulative Coverage of Total COVID-19 Vaccination","44706114"
"COVID-19 Today (29-07-2022) Positivity Rate","4.80%"
"Recovery Rate","98.68%"
"Fatality Rate","1.03%"
