"Total No. of Sample Taken Today","33841"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","577"
"Total Positive Cases under Home Isolation (01-01-2022)","1644"
"Total No. of Samples Sent till date","14696006"
"Total No. of Samples found Positive till date 
Total Omicron Cases:63 (Active – 23, Discharged - 40)","774917 
(M: 473226 
F: 301674 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762430"
"Total Active COVID-19 Patients","2400"
"No. of Deaths","10064"
"Total No. of People Vaccinated today","107196 
(1st Dose: 39423, 
2nd Dose: 67773)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","20125580(98%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","14520814(71%)"
"Cumulative Coverage of Total COVID-19 Vaccination","34646394"
"COVID-19 Today (02-01-2022) Positivity Rate","1.52%"
"COVID-19 Cumulative Positivity Rate","5.29%"
"Recovery Rate","98.39%"
"Fatality Rate","1.30%"
"Tests Per Million Population","579724"
