"Total No. of Sample Taken Today","30423"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","1185"
"Total Active COVID-19 Patients","7016"
"Total No. of Active Cases under Home Isolation (11-02-2022)","6266"
"Total No. of Samples found Positive till date 
Total Omicron Cases:752 (Active – 3, Discharged - 749)","971511"
"Total Positive COVID-19 Patients Recovered / Discharged till date","954000"
"No. of Deaths","10472"
"Total No. of People Vaccinated today","105432 
(1st Dose: 19935, 
2nd Dose: 80510 
Precaution Dose: 4987)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22706132 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 83% for 18yrs above population)","17335462 (83%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","196717"
"Cumulative Coverage of Total COVID-19 Vaccination","40238311"
"COVID-19 Today (11-02-2022) Positivity Rate","3.61%"
"Recovery Rate","98.20%"
"Fatality Rate","1.08%"
"Tests Per Million Population","638219"
