"Total No. of Sample Taken Today","15263"
"Total No. of Positive Cases Detected Today","257"
"Total Active COVID-19 Patients","1301"
"Total No. of Active Cases under Home Isolation (18-05-2022)","1279"
"Total No. of Samples found Positive till date","999947"
"Total Positive COVID-19 Patients Recovered / Discharged till date","988002"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","22575 
(1st Dose: 3768 
2nd Dose: 9511 
Precaution Dose: 9296"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23474672 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19112335 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","575724"
"Cumulative Coverage of Total COVID-19 Vaccination","43162731"
"COVID-19 Today (18-05-2022) Positivity Rate","1.59%"
"Recovery Rate","98.81%"
"Fatality Rate","1.06%"
