"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,776+2","15,640+3","102","34-1","24-Dec-21"
"2","Coochbehar","29,885+6","29,659+9","99","127-3","24-Dec-21"
"3","Darjeeling","58,388+25","57,587+17","551","250+8","24-Dec-21"
"4","Kalimpong","7,162+1","7,088+1","54","20","24-Dec-21"
"5","Jalpaiguri","42,708+7","41,964+11","592","152-4","24-Dec-21"
"6","Uttar Dinajpur","20,159+1","19,867+4","241","51-3","24-Dec-21"
"7","Dakshin Dinajpur","18,683+3","18,416+7","176","91-4","24-Dec-21"
"8","Malda","33,868+13","33,598+5","188","82+8","24-Dec-21"
"9","Murshidabad","34,249+2","33,866+4","331","52-2","24-Dec-21"
"10","Nadia","74,914+35","73,658+25","901","355+10","24-Dec-21"
"11","Birbhum","42,032+17","41,535+14","294","203+3","24-Dec-21"
"12","Purulia","19,519+1","19,383+2","114","22-1","24-Dec-21"
"13","Bankura","37,004+8","36,611+9","276","117-1","24-Dec-21"
"14","Jhargram","12,368+1","12,295+3","27","46-2","24-Dec-21"
"15","Paschim Medinipur","54,375+7","53,698+12","510","167-5","24-Dec-21"
"16","Purba Medinipur","63,565+3","63,071+7","404","90-4","24-Dec-21"
"17","Purba Bardhaman","42,773+8","42,448+8","209","116","24-Dec-21"
"18","Paschim Bardhaman","58,910+16","58,294+18","365+1","251-3","24-Dec-21"
"19","Howrah","1,01,394+40","99,384+33","1,544","466+7","24-Dec-21"
"20","Hooghly","89,171+37","87,600+39","1,032","539-2","24-Dec-21"
"21","North 24 Parganas","3,35,873+96","3,29,587+92","5,005","1,281+4","24-Dec-21"
"22","South 24 Parganas","1,03,862+26","1,01,963+38","1,391","508-12","24-Dec-21"
"23","Kolkata","3,33,378+197","3,25,638+175","5,302+3","2,438+19","24-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,30,082+552","16,02,913+536","19,711+4","7,458+12",""
