"Total No. of Sample Taken Today","8008"
"Total No. of Positive Cases Detected Today","165"
"Total Active COVID-19 Patients","798"
"Total No. of Active Cases under Home Isolation (06-06-2022)","789"
"Total No. of Samples found Positive till date","1003799"
"Total Positive COVID-19 Patients Recovered / Discharged till date","992357"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","22395 
(1st Dose: 1783 
2nd Dose: 8952 
Precaution Dose: 11660)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23542919 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19287827 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","737975"
"Cumulative Coverage of Total COVID-19 Vaccination","43568721"
"COVID-19 Today (06-06-2022) Positivity Rate","1.67%"
"Recovery Rate","98.86%"
"Fatality Rate","1.06%"
