"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","634","110","238986","5","12247","251233","1108"
"Bageshwar","385","22","213810","1","5771","219581","808"
"Chamoli","472","639","292723","1","12254","304977","1240"
"Champawat","254","1697","265742","2","7682*","273424","546"
"Dehradun","2450","1665","1922069","48","112867","2034936","734"
"Haridwar","5095","4279","2212427","9","51615","2264042","2647"
"Nainital","1660","760","575036","8","39412","614448","1274"
"Pauri Garhwal","1351","866","410869","3","17749","428618","1351"
"Pithoragarh","915","497","232044","0","10303","242347","3359"
"Rudraprayag","411","578","200932","0","8806","209738","1085"
"Tehri Garhwal","421","295","306185","0","15847","322032","658"
"US Nagar","2387","1634","961494","11","37970","999464","2422"
"Uttarkashi","273","472","343436","0","12564","356000","588"
"Total","16708","13514","8175753","88","345087*","8520840","17820"
