"Total No. of Sample Taken Today","37724"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","8753"
"Total Active COVID-19 Patients","57932"
"Total No. of Active Cases under Home Isolation (22-01-2022)","56019"
"Total No. of Samples found Positive till date 
Total Omicron Cases:208 (Active – 01, Discharged - 207)","901303"
"Total Positive COVID-19 Patients Recovered / Discharged till date","833183"
"No. of Deaths","10165"
"Total No. of People Vaccinated today","75799 
(1st Dose: 22393, 
2nd Dose: 47713 
Precaution Dose:5693)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22267866 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 79% for 18yrs above population)","16263164 (79%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","102847"
"Cumulative Coverage of Total COVID-19 Vaccination","38633877"
"COVID-19 Today (22-01-2022) Positivity Rate","21.55%"
"Recovery Rate","92.44%"
"Fatality Rate","1.13%"
"Tests Per Million Population","613820"
