"Total No. of Sample Taken Today","5221"
"Total No. of Positive Cases Detected Today","54"
"Total Active COVID-19 Patients","248"
"Total No. of Active Cases under Home Isolation (03-04-2022)","236"
"Total No. of Samples found Positive till date","985363"
"Total Positive COVID-19 Patients Recovered / Discharged till date","974475"
"No. of Deaths","10617"
"Total No. of People Vaccinated Today","5137 
(1st Dose: 1710 
2nd Dose: 2660 
Precaution Dose: 767)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23162229 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 18yrs above population)","18502520 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","281609"
"Cumulative Coverage of Total COVID-19 Vaccination","41946358"
"COVID-19 Today (03-04-2022) Positivity Rate","0.61%"
"Recovery Rate","98.90%"
"Fatality Rate","1.08%"
"Tests Per Million Population","674251"
