"Total No. of Sample Taken Today","11880"
"Total No. of Positive Cases Detected Today","226"
"Total Active COVID-19 Patients","1162"
"Total No. of Active Cases under Home Isolation (02-09-2022)","1078"
"Total No. of Samples found Positive till date","1052570"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1040700"
"No. of Deaths","10685"
"Total No. of People Vaccinated Today","11245 
(1st Dose: 967 
2nd Dose: 2177 
Precaution Dose: 8101)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23649610(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19765064 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1780467"
"Cumulative Coverage of Total COVID-19 Vaccination","45195141"
"COVID-19 Today (02-09-2022) Positivity Rate","1.98%"
"Recovery Rate","98.87%"
"Fatality Rate","1.02%"
