"Total No. of Sample Taken Today","7462"
"Total No. of Positive Cases Detected Today","40"
"Total Active COVID-19 Patients","179"
"Total No. of Active Cases under Home Isolation (07-10-2022)","161"
"Total No. of Samples found Positive till date","1055191"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044282"
"No. of Deaths","10707"
"Total No. of People Vaccinated Today","6530 
(1st Dose: 679 
2nd Dose: 1155 
Precaution Dose: 4696)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23666513 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19810832 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1916034"
"Cumulative Coverage of Total COVID-19 Vaccination","45393379"
"COVID-19 Today (07-10-2022) Positivity Rate","0.68%"
"Recovery Rate","98.97%"
"Fatality Rate","1.01%"
