"Total No. of Sample Taken Today","39405"
"Total No. of Positive Cases Detected Today (New Omicron Cases: 0)","1132"
"Total Positive Cases under Home Isolation (03-01-2022)","2743"
"Total No. of Samples Sent till date","14759333"
"Total No. of Samples found Positive till date 
Total Omicron Cases:71 (Active – 10, Discharged - 61)","776842 
(M: 474265 
F: 302560 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762717"
"Total Active COVID-19 Patients","4036"
"No. of Deaths","10066"
"Total No. of People Vaccinated today","415454 
(1st Dose: 248058, 
2nd Dose: 167396)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","20536241 (99%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","14828098 (72%)"
"Cumulative Coverage of Total COVID-19 Vaccination","35364339"
"COVID-19 Today (04-01-2022) Positivity Rate","3.77%"
"COVID-19 Cumulative Positivity Rate","5.28%"
"Recovery Rate","98.18%"
"Fatality Rate","1.30%"
"Tests Per Million Population","582222"
