"Total No. of Sample Taken Today","14529"
"Total No. of Positive Cases Detected Today","516"
"Total Active COVID-19 Patients","2510"
"Total No. of Active Cases under Home Isolation (23-07-2022)","2409"
"Total No. of Samples found Positive till date","1025264"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1012097"
"No. of Deaths","10634"
"Total No. of People Vaccinated Today","29782 
(1st Dose: 1918 
2nd Dose: 7427 
Precaution Dose: 20437)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23610865 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19612898 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1345908"
"Cumulative Coverage of Total COVID-19 Vaccination","44569671"
"COVID-19 Today (23-07-2022) Positivity Rate","3.55%"
"Recovery Rate","98.72%"
"Fatality Rate","1.04%"
