"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","804181","38","50383","0","451","0","49771","161"
"2","ALWAR","1640688","53","85388","0","321","30","84875","192"
"3","BANSWARA","324691","3","14861","0","106","0","14702","53"
"4","BARAN","245511","0","15334","0","65","0","15260","9"
"5","BARMER","408205","4","21526","0","205","0","21303","18"
"6","BHARATPUR","476591","1","31464","0","274","0","31184","6"
"7","BHILWARA","512328","9","38519","0","162","26","38274","83"
"8","BIKANER","773727","7","50839","0","594","2","50171","74"
"9","BUNDI","237615","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","456817","25","29581","0","140","0","29373","68"
"11","CHURU","439629","1","21022","0","115","0","20884","23"
"12","DAUSA","302856","27","16144","0","82","24","15915","147"
"13","DHOLPUR","291908","7","13987","0","49","0","13920","18"
"14","DUNGARPUR","330716","14","25607","0","134","0","25418","55"
"15","GANGANAGAR","423807","0","28199","0","160","0","28035","4"
"16","HANUMANGARH","490272","1","22554","0","115","0","22431","8"
"17","JAIPUR","3516318","214","279686","0","2116","59","276513","1057"
"18","JAISALMER","244345","8","17166","0","68","0","17032","66"
"19","JALORE","452079","0","10694","0","78","0","10571","45"
"20","JHALAWAR","424394","7","17844","0","208","0","17597","39"
"21","JHUNJHUNU","495385","0","19161","0","181","0","18980","0"
"22","JODHPUR","1446719","55","142646","0","1164","30","141260","222"
"23","KARAULI","246407","0","8971","0","85","0","8886","0"
