"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","771901","1","49696","0","446","4","49240","10"
"2","ALWAR","1554651","2","84424","0","320","12","84069","35"
"3","BANSWARA","305149","1","14739","0","106","7","14610","23"
"4","BARAN","224451","1","15240","0","64","1","15171","5"
"5","BARMER","398263","0","21452","0","205","0","21244","3"
"6","BHARATPUR","470798","2","31423","0","272","5","31130","21"
"7","BHILWARA","497033","0","38176","0","162","1","38007","7"
"8","BIKANER","719633","1","49877","0","586","3","49274","17"
"9","BUNDI","225174","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","446115","0","29362","0","140","0","29221","1"
"11","CHURU","418994","2","20802","0","114","4","20676","12"
"12","DAUSA","280476","0","15772","0","80","0","15689","3"
"13","DHOLPUR","273185","0","13747","0","49","0","13695","3"
"14","DUNGARPUR","325708","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","416651","3","28130","0","158","5","27953","19"
"16","HANUMANGARH","480184","6","22494","0","114","0","22333","47"
"17","JAIPUR","3280102","25","274102","0","2110","67","271621","371"
"18","JAISALMER","240499","0","17036","0","68","2","16968","0"
"19","JALORE","438028","0","10538","0","78","0","10458","2"
"20","JHALAWAR","368093","1","17706","0","207","3","17493","6"
"21","JHUNJHUNU","482406","0","19158","0","181","0","18972","5"
"22","JODHPUR","1383028","11","140974","0","1163","9","139731","80"
"23","KARAULI","232349","0","8965","0","84","0","8879","2"
