"Total No. of Sample Taken Today","7874"
"Total No. of Positive Cases Detected Today","53"
"Total Active COVID-19 Patients","218"
"Total No. of Active Cases under Home Isolation (01-10-2022)","200"
"Total No. of Samples found Positive till date","1054977"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044031"
"No. of Deaths","10705"
"Total No. of People Vaccinated Today","3119 
(1st Dose: 213 
2nd Dose: 476 
Precaution Dose: 2430)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23664630 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19807469 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1902876"
"Cumulative Coverage of Total COVID-19 Vaccination","45374975"
"COVID-19 Today (01-10-2022) Positivity Rate","0.72%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
