"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35186","0","34850","3","0","333","0"
"2","Ballari","0","97842","0","96052","103","0","1687","0"
"3","Belagavi","4","80097","10","79062","87","1","948","0"
"4","Bengaluru Rural","1","62134","1","61221","21","0","892","0"
"5","Bengaluru Urban","254","1261156","128","1238908","5866","2","16381","1"
"6","Bidar","0","24352","0","23943","1","0","404","4"
"7","Chamarajanagara","1","33116","0","32587","15","0","503","11"
"8","Chikkaballapura","4","44002","0","43557","12","0","432","1"
"9","Chikkamagaluru","1","51446","10","51001","47","0","398","0"
"10","Chitradurga","0","36764","1","36523","31","0","210","0"
"11","Dakshina 
Kannada","20","116267","14","114401","166","0","1693","7"
"12","Davanagere","0","51026","0","50411","7","0","608","0"
"13","Dharwada","3","61480","1","60121","33","0","1324","2"
"14","Gadag","0","26074","0","25755","0","0","319","0"
"15","Hassana","9","112263","0","110919","81","0","1261","2"
"16","Haveri","0","21961","0","21317","1","0","643","0"
"17","Kalaburagi","0","61973","0","61142","8","0","823","0"
"18","Kodagu","12","37645","33","37123","184","0","337","1"
"19","Kolara","18","47105","5","46408","54","0","643","0"
"20","Koppala","0","35209","0","34670","11","0","528","0"
"21","Mandya","1","73930","1","73240","35","0","655","0"
"22","Mysuru","13","180205","22","177657","120","1","2428","0"
"23","Raichuru","0","39992","0","39650","9","0","333","0"
"24","Ramanagara","1","24221","0","23892","6","0","323","0"
"25","Shivamogga","1","69718","6","68549","79","0","1090","0"
"26","Tumakuru","16","121277","20","120039","97","0","1141","0"
"27","Udupi","13","77023","4","76487","46","0","490","0"
"28","Uttara Kannada","32","56633","9","55735","124","0","774","0"
"29","Vijayapura","1","36288","2","35789","4","0","495","0"
"30","Yadagiri","0","27548","0","27342","0","0","206","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","405","3003969","267","2958384","7251","4","38305","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till tod 
 
 
 
Date: 24-12-2021 
 Page 5 of 8","","","","","","","","",""
