"1","Total Samples taken","17722007"
"2","Sample collected on the day","40303"
"3","Test conducted on the day","32760"
"4","Total No. of patients tested Positive","735139"
"5","No. of patients discharged","684944"
"6","Positive cases on the day","3096"
"7","Number of active Cases","33036"
"8","Total Deaths reported","45645
17159"
"9","No. of Patients on oxygen support","1156"
"10","Patients at critical care Level-3 facilities","343"
"11","Patients who are critical and on ventilator support","95"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218745"
"14","Frontline Workers vaccinated with 1st dose on the day","17"
"15","Total Frontline Workers vaccinated with 1st dose","1115371"
"16","Healthcare Workers vaccinated with 2nd dose on the day","119"
"17","Total Healthcare Workers vaccinated with 2nd dose","185348"
"18","Frontline Workers vaccinated with 2nd dose on the day","330"
"19","Total Frontline Workers vaccinated with 2nd dose","879983"
"20","Above 45 Vaccinated with 1st dose on the day","33756"
"21","Total Above 45 Vaccinated with 1st dose","7307752"
"22","Above 45 Vaccinated with 2nd dose on the day","58796"
"23","Total Above 45 Vaccinated with 2nd dose","5258931"
"24","18-44 years age group Vaccinated with 1st dose on the day","81309"
"25","Total 18-44 years age group Vaccinated with 1st dose","10423232"
"26","18-44 years age group Vaccinated with 2nd dose on the day","112569"
"27","Total 18-44 years age group Vaccinated with 2nd dose","6477033"
"28","15-17 years age group Vaccinated with 1st dose on the day","41475"
"29","Total 15-17 years age group Vaccinated with 1st dose","402481"
"30","Precautionary dose given on the day","16430"
"31","Total Precautionary dose given","162209"
"32","Total Vaccination 1st dose on the day","156560"
"33","Total Vaccination 2nd dose on the day","171814"
"34","Total Vaccination 1st and 2nd dose on the day","328374"
