"Total No. of Sample Taken Today","29267"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 15)","2498"
"Total Active COVID-19 Patients","16854"
"Total No. of Active Cases under Home Isolation (04-02-2022)","15708"
"Total No. of Samples found Positive till date 
Total Omicron Cases:658 (Active – 3, Discharged - 655)","961339"
"Total Positive COVID-19 Patients Recovered / Discharged till date","934090"
"No. of Deaths","10372"
"Total No. of People Vaccinated today","89800 
(1st Dose: 20469, 
2nd Dose: 64728 
Precaution Dose: 4603)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18 yrs above population)","22577632 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 81% for 18yrs above population)","16884894 (81%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","163200"
"Cumulative Coverage of Total COVID-19 Vaccination","39625726"
"COVID-19 Today (04-02-2022) Positivity Rate","8.06%"
"Recovery Rate","97.17%"
"Fatality Rate","1.08%"
"Tests Per Million Population","630377"
