"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,730+3","15,582+4","102","46-1","3-Dec-21"
"2","Coochbehar","29,684+15","29,453+10","98","133+5","3-Dec-21"
"3","Darjeeling","58,016+26","57,205+21","549","262+5","3-Dec-21"
"4","Kalimpong","7,139+7","7,055+2","54","30+5","3-Dec-21"
"5","Jalpaiguri","42,471+14","41,714+14","590+1","167-1","3-Dec-21"
"6","Uttar Dinajpur","20,078+5","19,783+4","240","55+1","3-Dec-21"
"7","Dakshin Dinajpur","18,553+10","18,198+15","175","180-5","3-Dec-21"
"8","Malda","33,751+13","33,451+9","188","112+4","3-Dec-21"
"9","Murshidabad","34,170+10","33,779+4","330","61+6","3-Dec-21"
"10","Nadia","74,355+24","73,189+23","887","279+1","3-Dec-21"
"11","Birbhum","41,698+11","41,235+14","289","174-3","3-Dec-21"
"12","Purulia","19,485+4","19,347+2","114","24+2","3-Dec-21"
"13","Bankura","36,842+17","36,435+10","276","131+7","3-Dec-21"
"14","Jhargram","12,300+1","12,231+4","27","42-3","3-Dec-21"
"15","Paschim Medinipur","54,124+11","53,462+13","510","152-2","3-Dec-21"
"16","Purba Medinipur","63,425+6","62,921+9","401","103-3","3-Dec-21"
"17","Purba Bardhaman","42,614+9","42,242+14","206","166-5","3-Dec-21"
"18","Paschim Bardhaman","58,512+14","57,907+20","360","245-6","3-Dec-21"
"19","Howrah","1,00,722+45","98,625+46","1,537+1","560-2","3-Dec-21"
"20","Hooghly","88,346+50","86,721+50","1,015","610","3-Dec-21"
"21","North 24 Parganas","3,33,863+91","3,27,536+114","4,946+4","1,381-27","3-Dec-21"
"22","South 24 Parganas","1,03,096+50","1,01,085+51","1,382+1","629-2","3-Dec-21"
"23","Kolkata","3,29,597+185","3,22,228+171","5,255+4","2,114+10","3-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,18,637+621","15,91,447+624","19,534+11","7,656-14",""
