"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","784332","1","49733","0","446","1","49277","10"
"2","ALWAR","1598163","2","84482","0","320","9","84145","17"
"3","BANSWARA","315512","0","14763","0","106","0","14657","0"
"4","BARAN","232781","0","15249","0","64","0","15183","2"
"5","BARMER","402061","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476213","0","31450","0","272","0","31178","0"
"7","BHILWARA","505416","1","38180","0","162","1","38017","1"
"8","BIKANER","736001","0","49907","0","586","0","49316","5"
"9","BUNDI","231870","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","450547","0","29377","0","140","1","29235","2"
"11","CHURU","432691","0","20819","0","114","0","20705","0"
"12","DAUSA","289005","0","15783","0","80","0","15695","8"
"13","DHOLPUR","280554","7","13814","0","49","0","13718","47"
"14","DUNGARPUR","327412","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421741","0","28138","0","158","1","27979","1"
"16","HANUMANGARH","487455","0","22516","0","114","0","22402","0"
"17","JAIPUR","3378167","48","275014","1","2112","24","272555","347"
"18","JAISALMER","242037","0","17036","0","68","0","16968","0"
"19","JALORE","443181","0","10545","0","78","0","10467","0"
"20","JHALAWAR","388377","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","491424","0","19158","0","181","0","18977","0"
"22","JODHPUR","1414643","1","141095","0","1164","0","139925","6"
"23","KARAULI","236772","0","8968","0","84","0","8884","0"
